Guideline Name,Name,Related Chemicals,Text,Implications,Lookup Key
Annotation of FDA Label for primaquine and G6PD,Recommendation Annotation PA166312222,primaquine,"<p>&quot;Primaquine should not be prescribed for patients with severe G6PD deficiency.&quot; See label for more information.</p>
",,G6PD=Deficient with CNSHA
Annotation of FDA Label for primaquine and G6PD,Recommendation Annotation PA166312223,primaquine,"<p>&quot;In case of mild to moderate G6PD deficiency, a decision to prescribe primaquine must be based on an assessment of the risks and benefits...&quot; See label for more information.</p>
",,G6PD=Deficient
Annotation of FDA Label for primaquine and G6PD,Recommendation Annotation PA166314961,primaquine,"<p>&quot;In case of mild to moderate G6PD deficiency, a decision to prescribe primaquine must be based on an assessment of the risks and benefits...&quot; See label for more information.</p>
",,G6PD=Variable
Annotation of FDA Label for rasburicase and G6PD,Recommendation Annotation PA166312326,rasburicase,"<p>&quot;Do not administer Elitek [rasburicase] to patients with glucose-6-phosphate dehydrogenase (G6PD) deficiency...Elitek [rasburicase] is contraindicated in patients with G6PD deficiency...&quot; See label for more information.</p>
",,G6PD=Deficient with CNSHA
Annotation of FDA Label for rasburicase and G6PD,Recommendation Annotation PA166315061,rasburicase,"<p>&quot;Do not administer Elitek [rasburicase] to patients with glucose-6-phosphate dehydrogenase (G6PD) deficiency...Elitek [rasburicase] is contraindicated in patients with G6PD deficiency...&quot; See label for more information.</p>
",,G6PD=Variable
Annotation of FDA Label for rasburicase and G6PD,Recommendation Annotation PA166312327,rasburicase,"<p>&quot;Do not administer Elitek [rasburicase] to patients with glucose-6-phosphate dehydrogenase (G6PD) deficiency...Elitek [rasburicase] is contraindicated in patients with G6PD deficiency...&quot; See label for more information.</p>
",,G6PD=Deficient
Annotation of FDA Label for sacituzumab govitecan and UGT1A1,Recommendation Annotation PA166313101,sacituzumab govitecan,"<p>&quot;Individuals who are homozygous for the uridine diphosphate-glucuronosyl transferase 1A1 (UGT1A1)*28 allele are at increased risk for neutropenia and may be at increased risk for other adverse reactions following initiation of TRODELVY [sacituzumab govitecan] treatment...Closely monitor patients with reduced UGT1A1 activity for severe neutropenia. The appropriate dose for patients who are homozygous for UGT1A1*28 is not known and should be considered based on individual patient tolerance to treatment.&quot; See label for more information.</p>
",,UGT1A1={'*28': 2.0}
Annotation of FDA Label for sacituzumab govitecan and UGT1A1,Recommendation Annotation PA166339782,sacituzumab govitecan,"<p>&quot;Individuals who are homozygous for the uridine diphosphate-glucuronosyl transferase 1A1 (UGT1A1)*28 allele are at increased risk for neutropenia and may be at increased risk for other adverse reactions following initiation of TRODELVY [sacituzumab govitecan] treatment...Closely monitor patients with reduced UGT1A1 activity for severe neutropenia. The appropriate dose for patients who are homozygous for UGT1A1*28 is not known and should be considered based on individual patient tolerance to treatment.&quot; See label for more information.</p>
",,UGT1A1={'*80+*28': 2.0}
"Annotation of FDA Label for sevoflurane and CACNA1S, RYR1",Recommendation Annotation PA166312621,sevoflurane,"<p>&quot;CONTRAINDICATIONS: Known or suspected genetic susceptibility to malignant hyperthermia...ULTANE [sevoflurane] can induce malignant hyperthermia in patients with known or suspected susceptibility based on genetic factors or family history, including those with certain inherited ryanodine receptor (RYR1) or dihydropyridine receptor (CACNA1S) variants.&quot; See label for more information.</p>
",,RYR1=No Result; CACNA1S=Uncertain Susceptibility
"Annotation of FDA Label for sevoflurane and CACNA1S, RYR1",Recommendation Annotation PA166312601,sevoflurane,"<p>&quot;CONTRAINDICATIONS: Known or suspected genetic susceptibility to malignant hyperthermia...ULTANE [sevoflurane] can induce malignant hyperthermia in patients with known or suspected susceptibility based on genetic factors or family history, including those with certain inherited ryanodine receptor (RYR1) or dihydropyridine receptor (CACNA1S) variants.&quot; See label for more information.</p>
",,RYR1=Uncertain Susceptibility; CACNA1S=No Result
"Annotation of FDA Label for sevoflurane and CACNA1S, RYR1",Recommendation Annotation PA166311901,sevoflurane,"<p>&quot;CONTRAINDICATIONS: Known or suspected genetic susceptibility to malignant hyperthermia...ULTANE [sevoflurane] can induce malignant hyperthermia in patients with known or suspected susceptibility based on genetic factors or family history, including those with certain inherited ryanodine receptor (RYR1) or dihydropyridine receptor (CACNA1S) variants.&quot; See label for more information.</p>
",,RYR1=Malignant Hyperthermia Susceptibility; CACNA1S=No Result
"Annotation of FDA Label for sevoflurane and CACNA1S, RYR1",Recommendation Annotation PA166311881,sevoflurane,"<p>&quot;CONTRAINDICATIONS: Known or suspected genetic susceptibility to malignant hyperthermia...ULTANE [sevoflurane] can induce malignant hyperthermia in patients with known or suspected susceptibility based on genetic factors or family history, including those with certain inherited ryanodine receptor (RYR1) or dihydropyridine receptor (CACNA1S) variants.&quot; See label for more information.</p>
",,RYR1=Malignant Hyperthermia Susceptibility; CACNA1S=Malignant Hyperthermia Susceptibility
"Annotation of FDA Label for sevoflurane and CACNA1S, RYR1",Recommendation Annotation PA166311883,sevoflurane,"<p>&quot;CONTRAINDICATIONS: Known or suspected genetic susceptibility to malignant hyperthermia...ULTANE [sevoflurane] can induce malignant hyperthermia in patients with known or suspected susceptibility based on genetic factors or family history, including those with certain inherited ryanodine receptor (RYR1) or dihydropyridine receptor (CACNA1S) variants.&quot; See label for more information.</p>
",,RYR1=Uncertain Susceptibility; CACNA1S=Malignant Hyperthermia Susceptibility
"Annotation of FDA Label for sevoflurane and CACNA1S, RYR1",Recommendation Annotation PA166312602,sevoflurane,"<p>&quot;CONTRAINDICATIONS: Known or suspected genetic susceptibility to malignant hyperthermia...ULTANE [sevoflurane] can induce malignant hyperthermia in patients with known or suspected susceptibility based on genetic factors or family history, including those with certain inherited ryanodine receptor (RYR1) or dihydropyridine receptor (CACNA1S) variants.&quot; See label for more information.</p>
",,RYR1=Uncertain Susceptibility; CACNA1S=Uncertain Susceptibility
"Annotation of FDA Label for sevoflurane and CACNA1S, RYR1",Recommendation Annotation PA166311902,sevoflurane,"<p>&quot;CONTRAINDICATIONS: Known or suspected genetic susceptibility to malignant hyperthermia...ULTANE [sevoflurane] can induce malignant hyperthermia in patients with known or suspected susceptibility based on genetic factors or family history, including those with certain inherited ryanodine receptor (RYR1) or dihydropyridine receptor (CACNA1S) variants.&quot; See label for more information.</p>
",,RYR1=Malignant Hyperthermia Susceptibility; CACNA1S=Uncertain Susceptibility
"Annotation of FDA Label for sevoflurane and CACNA1S, RYR1",Recommendation Annotation PA166311882,sevoflurane,"<p>&quot;CONTRAINDICATIONS: Known or suspected genetic susceptibility to malignant hyperthermia...ULTANE [sevoflurane] can induce malignant hyperthermia in patients with known or suspected susceptibility based on genetic factors or family history, including those with certain inherited ryanodine receptor (RYR1) or dihydropyridine receptor (CACNA1S) variants.&quot; See label for more information.</p>
",,RYR1=No Result; CACNA1S=Malignant Hyperthermia Susceptibility
Annotation of FDA Label for siponimod and CYP2C9,Recommendation Annotation PA166312707,siponimod,"<p>The MAYZENT (siponimod) label states: &quot;Initiate MAYZENT with a 4-day titration, as shown in Table 2... Do not use the starter pack for patients who will be titrated to the 1-mg maintenance dosage.&quot; &quot;In patients with a CYP2C9 *1/*3 or *2/*3 genotype, after treatment titration (see Treatment Initiation), the recommended maintenance dosage of MAYZENT is 1 mg taken orally once daily starting on Day 5.&quot; See label for more information.</p>
",,"CYP2C9={'*2': 1.0, '*3': 1.0}"
Annotation of FDA Label for siponimod and CYP2C9,Recommendation Annotation PA166312709,siponimod,"<p>The MAYZENT (siponimod) label states: &quot;Recommended Dosage in Patients With CYP2C9 Genotypes *1/*1, *1/*2, or *2/*2&quot; &quot;Initiate MAYZENT with a 5-day titration, as shown in Table 1... A starter pack should be used for patients who will be titrated to the 2-mg maintenance dosage&quot; &quot;After treatment titration (see Treatment Initiation), the recommended maintenance dosage of MAYZENT is 2 mg taken orally once daily starting on Day 6.&quot; See label for more information.</p>
",,"CYP2C9={'*1': 1.0, '*2': 1.0}"
Annotation of FDA Label for siponimod and CYP2C9,Recommendation Annotation PA166312711,siponimod,"<p>The MAYZENT (siponimod) label states: &quot;MAYZENT is contraindicated in patients who have [a] CYP2C9*3/*3 genotype.&quot; See label for more information.</p>
",,CYP2C9={'*3': 2.0}
Annotation of FDA Label for siponimod and CYP2C9,Recommendation Annotation PA166312710,siponimod,"<p>The MAYZENT (siponimod) label states: &quot;Recommended Dosage in Patients With CYP2C9 Genotypes *1/*1, *1/*2, or *2/*2&quot; &quot;Initiate MAYZENT with a 5-day titration, as shown in Table 1... A starter pack should be used for patients who will be titrated to the 2-mg maintenance dosage&quot; &quot;After treatment titration (see Treatment Initiation), the recommended maintenance dosage of MAYZENT is 2 mg taken orally once daily starting on Day 6.&quot; See label for more information.</p>
",,CYP2C9={'*2': 2.0}
Annotation of FDA Label for siponimod and CYP2C9,Recommendation Annotation PA166312708,siponimod,"<p>The MAYZENT (siponimod) label states: &quot;Recommended Dosage in Patients With CYP2C9 Genotypes *1/*1, *1/*2, or *2/*2&quot; &quot;Initiate MAYZENT with a 5-day titration, as shown in Table 1... A starter pack should be used for patients who will be titrated to the 2-mg maintenance dosage&quot; &quot;After treatment titration (see Treatment Initiation), the recommended maintenance dosage of MAYZENT is 2 mg taken orally once daily starting on Day 6.&quot; See label for more information.</p>
",,CYP2C9={'*1': 2.0}
Annotation of FDA Label for siponimod and CYP2C9,Recommendation Annotation PA166312706,siponimod,"<p>The MAYZENT (siponimod) label states: &quot;Initiate MAYZENT with a 4-day titration, as shown in Table 2... Do not use the starter pack for patients who will be titrated to the 1-mg maintenance dosage.&quot; &quot;In patients with a CYP2C9 *1/*3 or *2/*3 genotype, after treatment titration (see Treatment Initiation), the recommended maintenance dosage of MAYZENT is 1 mg taken orally once daily starting on Day 5.&quot; See label for more information.</p>
",,"CYP2C9={'*1': 1.0, '*3': 1.0}"
"Annotation of FDA Label for sodium nitrite and CYB5R3, G6PD",Recommendation Annotation PA166312398,sodium nitrite,"<p>&quot;Because patients with G6PD deficiency are at increased risk of a hemolytic crisis with sodium nitrite administration, alternative therapeutic approaches should be considered in these patients.&quot; See label for more information.</p>
",,G6PD=Deficient
"Annotation of FDA Label for sodium nitrite and CYB5R3, G6PD",Recommendation Annotation PA166312425,sodium nitrite,"<p>&quot;Because patients with G6PD deficiency are at increased risk of a hemolytic crisis with sodium nitrite administration, alternative therapeutic approaches should be considered in these patients.&quot; See label for more information.</p>
",,G6PD=Deficient with CNSHA
"Annotation of FDA Label for sodium nitrite and CYB5R3, G6PD",Recommendation Annotation PA166315161,sodium nitrite,"<p>&quot;Because patients with G6PD deficiency are at increased risk of a hemolytic crisis with sodium nitrite administration, alternative therapeutic approaches should be considered in these patients.&quot; See label for more information.</p>
",,G6PD=Variable
Annotation of FDA Label for streptomycin and MT-RNR1,Recommendation Annotation PA166341061,streptomycin,"<p>The streptomycin label states: &quot;Cases of ototoxicity with aminoglycosides have been observed in patients with certain variants in the mitochondrially encoded 12S rRNA gene (MT-RNR1), particularly the m.1555A&gt;G variant. ... In case of known maternal history of ototoxicity due to aminoglycoside use or a known mitochondrial DNA variant in the patient, consider alternative treatments other than aminoglycosides unless the increased risk of permanent hearing loss is outweighed by the severity of infection and lack of safe and effective alternative therapies.&quot; See label for more information.</p>
",,MT-RNR1=increased risk of aminoglycoside-induced hearing loss
"Annotation of FDA Label for succinylcholine and BCHE, CACNA1S, RYR1",Recommendation Annotation PA166311921,succinylcholine,"<p>&quot;ANECTINE [succinylcholine] is contraindicated in patients with...[k]nown or suspected genetic susceptibility to malignant hyperthermia...Anectine [succinylcholine] can induce malignant hyperthermia in patients with known or suspected susceptibility based on genetic factors or family history, including those with certain inherited ryanodine receptor (RYR1) or dihydropyridine receptor (CACNA1S) variants.&quot; See label for more information.</p>
",,RYR1=Malignant Hyperthermia Susceptibility; CACNA1S=Malignant Hyperthermia Susceptibility
"Annotation of FDA Label for succinylcholine and BCHE, CACNA1S, RYR1",Recommendation Annotation PA166311925,succinylcholine,"<p>&quot;ANECTINE [succinylcholine] is contraindicated in patients with...[k]nown or suspected genetic susceptibility to malignant hyperthermia...Anectine [succinylcholine] can induce malignant hyperthermia in patients with known or suspected susceptibility based on genetic factors or family history, including those with certain inherited ryanodine receptor (RYR1) or dihydropyridine receptor (CACNA1S) variants.&quot; See label for more information.</p>
",,RYR1=Malignant Hyperthermia Susceptibility; CACNA1S=No Result
"Annotation of FDA Label for succinylcholine and BCHE, CACNA1S, RYR1",Recommendation Annotation PA166312606,succinylcholine,"<p>&quot;ANECTINE [succinylcholine] is contraindicated in patients with...[k]nown or suspected genetic susceptibility to malignant hyperthermia...Anectine [succinylcholine] can induce malignant hyperthermia in patients with known or suspected susceptibility based on genetic factors or family history, including those with certain inherited ryanodine receptor (RYR1) or dihydropyridine receptor (CACNA1S) variants...Succinylcholine is metabolized by plasma cholinesterase and should be used with caution, if at all, in patients known to be or suspected of being homozygous for the atypical plasma cholinesterase gene [BCHE] .&quot; See label for more information.</p>
",,RYR1=No Result; CACNA1S=Uncertain Susceptibility
"Annotation of FDA Label for succinylcholine and BCHE, CACNA1S, RYR1",Recommendation Annotation PA166311923,succinylcholine,"<p>&quot;ANECTINE [succinylcholine] is contraindicated in patients with...[k]nown or suspected genetic susceptibility to malignant hyperthermia...Anectine [succinylcholine] can induce malignant hyperthermia in patients with known or suspected susceptibility based on genetic factors or family history, including those with certain inherited ryanodine receptor (RYR1) or dihydropyridine receptor (CACNA1S) variants.&quot; See label for more information.</p>
",,RYR1=No Result; CACNA1S=Malignant Hyperthermia Susceptibility
"Annotation of FDA Label for succinylcholine and BCHE, CACNA1S, RYR1",Recommendation Annotation PA166312607,succinylcholine,"<p>&quot;ANECTINE [succinylcholine] is contraindicated in patients with...[k]nown or suspected genetic susceptibility to malignant hyperthermia...Anectine [succinylcholine] can induce malignant hyperthermia in patients with known or suspected susceptibility based on genetic factors or family history, including those with certain inherited ryanodine receptor (RYR1) or dihydropyridine receptor (CACNA1S) variants...Succinylcholine is metabolized by plasma cholinesterase and should be used with caution, if at all, in patients known to be or suspected of being homozygous for the atypical plasma cholinesterase gene [BCHE] .&quot; See label for more information.</p>
",,RYR1=Uncertain Susceptibility; CACNA1S=Uncertain Susceptibility
"Annotation of FDA Label for succinylcholine and BCHE, CACNA1S, RYR1",Recommendation Annotation PA166311926,succinylcholine,"<p>&quot;ANECTINE [succinylcholine] is contraindicated in patients with...[k]nown or suspected genetic susceptibility to malignant hyperthermia...Anectine [succinylcholine] can induce malignant hyperthermia in patients with known or suspected susceptibility based on genetic factors or family history, including those with certain inherited ryanodine receptor (RYR1) or dihydropyridine receptor (CACNA1S) variants.&quot; See label for more information.</p>
",,RYR1=Malignant Hyperthermia Susceptibility; CACNA1S=Uncertain Susceptibility
"Annotation of FDA Label for succinylcholine and BCHE, CACNA1S, RYR1",Recommendation Annotation PA166312605,succinylcholine,"<p>&quot;ANECTINE [succinylcholine] is contraindicated in patients with...[k]nown or suspected genetic susceptibility to malignant hyperthermia...Anectine [succinylcholine] can induce malignant hyperthermia in patients with known or suspected susceptibility based on genetic factors or family history, including those with certain inherited ryanodine receptor (RYR1) or dihydropyridine receptor (CACNA1S) variants...Succinylcholine is metabolized by plasma cholinesterase and should be used with caution, if at all, in patients known to be or suspected of being homozygous for the atypical plasma cholinesterase gene [BCHE] .&quot; See label for more information.</p>
",,RYR1=Uncertain Susceptibility; CACNA1S=No Result
"Annotation of FDA Label for succinylcholine and BCHE, CACNA1S, RYR1",Recommendation Annotation PA166311924,succinylcholine,"<p>&quot;ANECTINE [succinylcholine] is contraindicated in patients with...[k]nown or suspected genetic susceptibility to malignant hyperthermia...Anectine [succinylcholine] can induce malignant hyperthermia in patients with known or suspected susceptibility based on genetic factors or family history, including those with certain inherited ryanodine receptor (RYR1) or dihydropyridine receptor (CACNA1S) variants.&quot; See label for more information.</p>
",,RYR1=Uncertain Susceptibility; CACNA1S=Malignant Hyperthermia Susceptibility
Annotation of FDA Label for sulfasalazine and G6PD,Recommendation Annotation PA166312421,sulfasalazine,"<p>&quot;Patients with glucose-6 phosphate dehydrogenase deficiency should be observed closely for signs of hemolytic anemia. This reaction is frequently dose related. If toxic or hypersensitivity reactions occur, the drug should be discontinued immediately.&quot; See label for more information.</p>
",,G6PD=Deficient
Annotation of FDA Label for sulfasalazine and G6PD,Recommendation Annotation PA166312386,sulfasalazine,"<p>&quot;Patients with glucose-6 phosphate dehydrogenase deficiency should be observed closely for signs of hemolytic anemia. This reaction is frequently dose related. If toxic or hypersensitivity reactions occur, the drug should be discontinued immediately.&quot; See label for more information.</p>
",,G6PD=Deficient with CNSHA
Annotation of FDA Label for sulfasalazine and G6PD,Recommendation Annotation PA166315121,sulfasalazine,"<p>&quot;Patients with glucose-6 phosphate dehydrogenase deficiency should be observed closely for signs of hemolytic anemia. This reaction is frequently dose related. If toxic or hypersensitivity reactions occur, the drug should be discontinued immediately.&quot; See label for more information.</p>
",,G6PD=Variable
Annotation of FDA Label for tafenoquine and G6PD,Recommendation Annotation PA166315081,tafenoquine,"<p>&quot;ARAKODA [tafenoquine] is contraindicated in: patients with G6PD deficiency or unknown G6PD status due to the risk of hemolytic anemia...[and] breastfeeding by a lactating woman when the infant is found to be G6PD deficient or if the G6PD status of the infant is unknown...&quot; See label for more information.</p>
",,G6PD=Variable
Annotation of FDA Label for tafenoquine and G6PD,Recommendation Annotation PA166312291,tafenoquine,"<p>&quot;ARAKODA [tafenoquine] is contraindicated in: patients with G6PD deficiency or unknown G6PD status due to the risk of hemolytic anemia...[and] breastfeeding by a lactating woman when the infant is found to be G6PD deficient or if the G6PD status of the infant is unknown...&quot; See label for more information.</p>
",,G6PD=Deficient with CNSHA
Annotation of FDA Label for tafenoquine and G6PD,Recommendation Annotation PA166312292,tafenoquine,"<p>&quot;ARAKODA [tafenoquine] is contraindicated in: patients with G6PD deficiency or unknown G6PD status due to the risk of hemolytic anemia...[and] breastfeeding by a lactating woman when the infant is found to be G6PD deficient or if the G6PD status of the infant is unknown...&quot; See label for more information.</p>
",,G6PD=Deficient
Annotation of FDA Label for tamsulosin and CYP2D6,Recommendation Annotation PA166312261,tamsulosin,"<p>&quot;FLOMAX [tamsulosin] capsules should be used with caution... in patients known to be CYP2D6 poor metabolizers particularly at a dose higher than 0.4 mg (e.g., 0.8 mg).&quot; See label for more information.</p>
",,CYP2D6=0.0
Annotation of FDA Label for tetrabenazine and CYP2D6,Recommendation Annotation PA166309041,tetrabenazine,"<p>&quot;In [CYP2D6] PMs, the initial dose and titration is similar to EMs except that the recommended maximum single dose is 25 mg, and the recommended daily dose should not exceed a maximum of 50 mg.&quot; See label for more information</p>
",,CYP2D6=0.0
Annotation of FDA Label for tetrabenazine and CYP2D6,Recommendation Annotation PA166309043,tetrabenazine,"<p>&quot;Genotyped patients who are identified as extensive (EMs) or intermediate metabolizers (IMs) of
CYP2D6, who need doses of XENAZINE [tetrabenazine] above 50 mg per day, should be titrated up slowly at
weekly intervals by 12.5 mg daily, to allow the identification of a tolerated dose that reduces
chorea. Doses above 50 mg per day should be given in a three times a day regimen. The
maximum recommended daily dose is 100 mg and the maximum recommended single dose is
37.5 mg. If adverse reactions such as akathisia, parkinsonism, depression, insomnia, anxiety or
sedation occur, titration should be stopped and the dose should be reduced. If the adverse
reaction does not resolve, consideration should be given to withdrawing XENAZINE [tetrabenazine] treatment
or initiating other specific treatment.&quot; See label for more information</p>
",,CYP2D6=0.75
Annotation of FDA Label for tetrabenazine and CYP2D6,Recommendation Annotation PA166309045,tetrabenazine,"<p>&quot;Genotyped patients who are identified as extensive (EMs) or intermediate metabolizers (IMs) of
CYP2D6, who need doses of XENAZINE [tetrabenazine] above 50 mg per day, should be titrated up slowly at
weekly intervals by 12.5 mg daily, to allow the identification of a tolerated dose that reduces
chorea. Doses above 50 mg per day should be given in a three times a day regimen. The
maximum recommended daily dose is 100 mg and the maximum recommended single dose is
37.5 mg. If adverse reactions such as akathisia, parkinsonism, depression, insomnia, anxiety or
sedation occur, titration should be stopped and the dose should be reduced. If the adverse
reaction does not resolve, consideration should be given to withdrawing XENAZINE [tetrabenazine] treatment
or initiating other specific treatment.&quot; See label for more information</p>
",,CYP2D6=1.25
Annotation of FDA Label for tetrabenazine and CYP2D6,Recommendation Annotation PA166309047,tetrabenazine,"<p>&quot;Genotyped patients who are identified as extensive (EMs) or intermediate metabolizers (IMs) of
CYP2D6, who need doses of XENAZINE [tetrabenazine] above 50 mg per day, should be titrated up slowly at
weekly intervals by 12.5 mg daily, to allow the identification of a tolerated dose that reduces
chorea. Doses above 50 mg per day should be given in a three times a day regimen. The
maximum recommended daily dose is 100 mg and the maximum recommended single dose is
37.5 mg. If adverse reactions such as akathisia, parkinsonism, depression, insomnia, anxiety or
sedation occur, titration should be stopped and the dose should be reduced. If the adverse
reaction does not resolve, consideration should be given to withdrawing XENAZINE [tetrabenazine] treatment
or initiating other specific treatment.&quot; See label for more information</p>
",,CYP2D6=1.75
Annotation of FDA Label for tetrabenazine and CYP2D6,Recommendation Annotation PA166309049,tetrabenazine,"<p>&quot;Genotyped patients who are identified as extensive (EMs) or intermediate metabolizers (IMs) of
CYP2D6, who need doses of XENAZINE [tetrabenazine] above 50 mg per day, should be titrated up slowly at
weekly intervals by 12.5 mg daily, to allow the identification of a tolerated dose that reduces
chorea. Doses above 50 mg per day should be given in a three times a day regimen. The
maximum recommended daily dose is 100 mg and the maximum recommended single dose is
37.5 mg. If adverse reactions such as akathisia, parkinsonism, depression, insomnia, anxiety or
sedation occur, titration should be stopped and the dose should be reduced. If the adverse
reaction does not resolve, consideration should be given to withdrawing XENAZINE [tetrabenazine] treatment
or initiating other specific treatment.&quot; See label for more information</p>
",,CYP2D6=2.25
Annotation of FDA Label for tetrabenazine and CYP2D6,Recommendation Annotation PA166309042,tetrabenazine,"<p>&quot;Genotyped patients who are identified as extensive (EMs) or intermediate metabolizers (IMs) of
CYP2D6, who need doses of XENAZINE [tetrabenazine] above 50 mg per day, should be titrated up slowly at
weekly intervals by 12.5 mg daily, to allow the identification of a tolerated dose that reduces
chorea. Doses above 50 mg per day should be given in a three times a day regimen. The
maximum recommended daily dose is 100 mg and the maximum recommended single dose is
37.5 mg. If adverse reactions such as akathisia, parkinsonism, depression, insomnia, anxiety or
sedation occur, titration should be stopped and the dose should be reduced. If the adverse
reaction does not resolve, consideration should be given to withdrawing XENAZINE [tetrabenazine] treatment
or initiating other specific treatment.&quot; See label for more information</p>
",,CYP2D6=0.5
Annotation of FDA Label for tetrabenazine and CYP2D6,Recommendation Annotation PA166309044,tetrabenazine,"<p>&quot;Genotyped patients who are identified as extensive (EMs) or intermediate metabolizers (IMs) of
CYP2D6, who need doses of XENAZINE [tetrabenazine] above 50 mg per day, should be titrated up slowly at
weekly intervals by 12.5 mg daily, to allow the identification of a tolerated dose that reduces
chorea. Doses above 50 mg per day should be given in a three times a day regimen. The
maximum recommended daily dose is 100 mg and the maximum recommended single dose is
37.5 mg. If adverse reactions such as akathisia, parkinsonism, depression, insomnia, anxiety or
sedation occur, titration should be stopped and the dose should be reduced. If the adverse
reaction does not resolve, consideration should be given to withdrawing XENAZINE [tetrabenazine] treatment
or initiating other specific treatment.&quot; See label for more information</p>
",,CYP2D6=1.0
Annotation of FDA Label for tetrabenazine and CYP2D6,Recommendation Annotation PA166309046,tetrabenazine,"<p>&quot;Genotyped patients who are identified as extensive (EMs) or intermediate metabolizers (IMs) of
CYP2D6, who need doses of XENAZINE [tetrabenazine] above 50 mg per day, should be titrated up slowly at
weekly intervals by 12.5 mg daily, to allow the identification of a tolerated dose that reduces
chorea. Doses above 50 mg per day should be given in a three times a day regimen. The
maximum recommended daily dose is 100 mg and the maximum recommended single dose is
37.5 mg. If adverse reactions such as akathisia, parkinsonism, depression, insomnia, anxiety or
sedation occur, titration should be stopped and the dose should be reduced. If the adverse
reaction does not resolve, consideration should be given to withdrawing XENAZINE [tetrabenazine] treatment
or initiating other specific treatment.&quot; See label for more information</p>
",,CYP2D6=1.5
Annotation of FDA Label for tetrabenazine and CYP2D6,Recommendation Annotation PA166309048,tetrabenazine,"<p>&quot;Genotyped patients who are identified as extensive (EMs) or intermediate metabolizers (IMs) of
CYP2D6, who need doses of XENAZINE [tetrabenazine] above 50 mg per day, should be titrated up slowly at
weekly intervals by 12.5 mg daily, to allow the identification of a tolerated dose that reduces
chorea. Doses above 50 mg per day should be given in a three times a day regimen. The
maximum recommended daily dose is 100 mg and the maximum recommended single dose is
37.5 mg. If adverse reactions such as akathisia, parkinsonism, depression, insomnia, anxiety or
sedation occur, titration should be stopped and the dose should be reduced. If the adverse
reaction does not resolve, consideration should be given to withdrawing XENAZINE [tetrabenazine] treatment
or initiating other specific treatment.&quot; See label for more information</p>
",,CYP2D6=2.0
Annotation of FDA Label for tetrabenazine and CYP2D6,Recommendation Annotation PA166309061,tetrabenazine,"<p>&quot;Genotyped patients who are identified as extensive (EMs) or intermediate metabolizers (IMs) of
CYP2D6, who need doses of XENAZINE [tetrabenazine] above 50 mg per day, should be titrated up slowly at
weekly intervals by 12.5 mg daily, to allow the identification of a tolerated dose that reduces
chorea. Doses above 50 mg per day should be given in a three times a day regimen. The
maximum recommended daily dose is 100 mg and the maximum recommended single dose is
37.5 mg. If adverse reactions such as akathisia, parkinsonism, depression, insomnia, anxiety or
sedation occur, titration should be stopped and the dose should be reduced. If the adverse
reaction does not resolve, consideration should be given to withdrawing XENAZINE [tetrabenazine] treatment
or initiating other specific treatment.&quot; See label for more information</p>
",,CYP2D6=0.25
"Annotation of FDA Label for thioguanine and NUDT15, TPMT",Recommendation Annotation PA166312147,thioguanine,"<p>&quot;Most patients with heterozygous TPMT or NUDT15 deficiency tolerate recommended thioguanine doses, but some require dose reduction based on toxicities...Reduce the dosage based on tolerability.&quot; See label for more information.</p>
",,TPMT=No Result; NUDT15=Intermediate Metabolizer
"Annotation of FDA Label for thioguanine and NUDT15, TPMT",Recommendation Annotation PA166312134,thioguanine,"<p>&quot;Most patients with heterozygous TPMT or NUDT15 deficiency tolerate recommended thioguanine doses, but some require dose reduction based on toxicities. Patients who are heterozygous for both TPMT and NUDT15 may require more substantial dosage reductions. Reduce the dosage based on tolerability.&quot; See label for more information.</p>
",,TPMT=Intermediate Metabolizer; NUDT15=Possible Intermediate Metabolizer
"Annotation of FDA Label for thioguanine and NUDT15, TPMT",Recommendation Annotation PA166312136,thioguanine,"<p>&quot;Most patients with heterozygous TPMT or NUDT15 deficiency tolerate recommended thioguanine doses, but some require dose reduction based on toxicities...Reduce the dosage based on tolerability.&quot; See label for more information.</p>
",,TPMT=Intermediate Metabolizer; NUDT15=Normal Metabolizer
"Annotation of FDA Label for thioguanine and NUDT15, TPMT",Recommendation Annotation PA166312123,thioguanine,"<p>&quot;Patients with homozygous deficiency of either TPMT or NUDT15 enzyme typically require 10% or less of the standard thioguanine dosage. Reduce initial dosage in patients who are known to have homozygous TPMT or NUDT15 deficiency.&quot; See label for more information.</p>
",,TPMT=No Result; NUDT15=Poor Metabolizer
"Annotation of FDA Label for thioguanine and NUDT15, TPMT",Recommendation Annotation PA166312125,thioguanine,"<p>&quot;Patients with homozygous deficiency of either TPMT or NUDT15 enzyme typically require 10% or less of the standard thioguanine dosage. Reduce initial dosage in patients who are known to have homozygous TPMT or NUDT15 deficiency.&quot; See label for more information.</p>
",,TPMT=Poor Metabolizer; NUDT15=Poor Metabolizer
"Annotation of FDA Label for thioguanine and NUDT15, TPMT",Recommendation Annotation PA166312138,thioguanine,"<p>&quot;Most patients with heterozygous TPMT or NUDT15 deficiency tolerate recommended thioguanine doses, but some require dose reduction based on toxicities...Reduce the dosage based on tolerability.&quot; See label for more information.</p>
",,TPMT=Intermediate Metabolizer; NUDT15=No Result
